source_file,record_type,sample_id,lab_tag,drillhole_id,depth_m,depth_from_m,depth_to_m,sample_type,rock_name,rock_name_original,texture,minerals,alteration,mineralization,description_summary,analyst_or_lab,report_date
Петрограф008.docx,petrographic_description,OVD003-155.3,41012,OVD003,155.3,,,polished thin section (ӨТШ),Porphyritic fine-grained pyroxene-hornblende gabbro (altered gabbro porphyry),Шигтгээ маягийн жижиг ширхэгтэй пироксен-эвэр хуурмагт габбро (Хувирсан габбро порфир),"Структур: невадит шигтгээлэг; үндсэн хэсэг субофитлог, пойкилоофитлог, призмлэг мөхлөгт. Текстур: цул нягт. Мөхлөг: шигтгээ 1.0-5.0 мм, үндсэн хэсэг 0.1-0.9 мм",хувирсан плагиоклаз:45-50; эвэр хуурмаг:35-40; моноклин пироксен:5-10; биотит:1-3; пирит:цөөн; хромит:ганц нэг; ильменит:цөөн; халькопирит:0.5; магнетит:цөөн; пентландит:цөөн,"серицит, хлорит, актинолит, карбонат, тальк; актинолит(+серпентин төст, тальк) бүрэн псевдоморфозууд 1.0-5.0 мм (ромбо пироксеноор үүссэн байх магадлалтай)","Магнетит - ильменит - пирит - халькопирит; шигтгээлэг мөхлөгүүд ба пирит (0.05-2.0 мм), халькопиритын (0.5-2.5 мм) линзлэг бөөгнөрөлүүд (0.8-2.5 мм); нүдээр хүдрийн линз багагүй харагдана","OVD008-88.9, OVD007-55.9 дээжүүдтэй ижил төстэй: эвэр хуурмагийн шигтгээлэг ялгарлууд (50-55%) болон офитлог, пойкилоофитлог үндсэн хэсэг. Ромбо пироксеноор үүссэн бүрэн псевдоморфозууд энэ төрлийн бараг бүх дээжид ажиглагдана. Хүдрийн эрдсээс ильменит, магнетит, халькопирит, пирит тодорхойлогдож, заримдаа 0.8-2.5 мм линзлэг бөөгнөрөл үүсгэнэ; шлиф хүдрийн эрдэс багатай хэсгээс орсон байна.",not stated in document (Khanlab per ABM 'Suggested Petro for the Oval 2024' list),
Петрограф008.docx,petrographic_description,OVD005-13.4,41027,OVD005,13.4,,,polished thin section (ӨТШ),Fine- to medium-grained olivine-hornblende-pyroxene peridotite,Жижиг-дунд ширхэгтэй оливин-эвэр хуурмаг-пироксент перидотит,"Структур: панидиоморфлог, пойкилоофитлог. Текстур: цул нягт. Мөхлөг: 0.6-6.0 мм",эвэр хуурмаг:35-40; пироксен (ромбо ба моноклин):35-40; хувирсан оливин:5-10; биотит:5-7; хувирсан плагиоклаз:цөөн; магнетит:3-5; ильменит:цөөн; хромит:цөөн,"иддингсит?, серпентин, хлорит, актинолит, брусит, тальк, гидрогётит; эпигенетик: карбонат; ромбо пироксен гидрогётитийн тоосонцроор баяжиж улаан хүрэн өнгөтэй болсон; карбонатын судланцрууд 0.01-0.1 мм",Ильменит - хромит - магнетит; магнетит шигтгээлэг мөхлөг (0.1-0.3 мм) болон серпентины судланцрын дагуух тасархай бичил судлууд; сульфид тэмдэглэгдээгүй,"Хувирсан пироксен (ромбо, мон.), эвэр хуурмаг, бага хувирсан оливин, плагиоклаз, биотитоос бүрдэнэ. Ромбо пироксен хүчтэй хувирч серпентины судлуудаар зүсэгдэн, брусит, тальк, актинолитоор түрэгдсэн; оливинд торлог бичил бүтэц үүссэн. Ойсон гэрэлд ильменит, магнетит, хромит тодорхойлогдсон.",not stated in document (Khanlab per ABM 'Suggested Petro for the Oval 2024' list),
AM_ThinSectionMongolia_Report_2024.pdf,petrographic_description,TS-2 (ТЦ-2),,,,,,polished thin section (өнгөлсөн тунгалаг шлиф),Altered andesite,Хувирсан андезит,"Структур: цул. Текстур: порфирлог, урсгал. Мөхлөг: үндсэн хэсэг <0.1 мм, шигтгээ 2 мм хүртэл",плагиоклаз (шигтгээ):55-60; өнгөт эрдсийн псевдоморф:10-15; үндсэн хэсэг:20-25; титанит:<1; циркон:<1; гематит:<1; хүдрийн эрдэс:<1,плагиоклаз эпидотжсон; өнгөт эрдэс хлоритод бүрэн хувирсан,гематит ба тодорхойлогдоогүй хүдрийн эрдэс (<1%),"Их хэмжээний фенокрист (65-75%) болон далд ширхэгт галт уулын шил, плагиоклазын микролит, багавтар кварцаас тогтсон үндсэн хэсэгтэй (20-25%). Плагиоклазын фенокристууд полисинтет ихэрлэлттэй, хэсэгчлэн эпидотжсон; өнгөт эрдсийн псевдоморфууд хлоритод бүрэн хувирсан.","ThinSection Mongolia LLC (Dr. T.Oyunchimeg PhD, Dr. B.Enkhjargal PhD, Dr. B.Dolzodmaa PhD); client: Aventura Minerals LLC",2024-05-09
AM_ThinSectionMongolia_Report_2024.pdf,petrographic_description,TS-3 (ТЦ-3),,,,,,polished thin section (өнгөлсөн тунгалаг шлиф),Quartz-bearing amphibolite,Кварц агуулсан амфиболит,Структур: цул. Текстур: толболог. Мөхлөг: 0.5-1 мм,эвэрхуурмаг:65-70; плагиоклаз:15-20; кварц:5-10; апатит:<1; хүдрийн эрдэс:<1,эвэрхуурмаг хэсэгчлэн актинолитод хувирсан,зөв хэлбэртэй хүдрийн эрдсийн цөөн мөхлөг (0.05 мм хүртэл) эвэрхуурмагтай хамааралтай,"Жижиг мөхлөгт кварц агуулсан амфиболит; зонхилох эвэрхуурмаг, багавтар плагиоклаз, кварцаас бүрдэнэ. Эвэрхуурмаг цайвар ногоон өнгөтэй нь бага температурын фацыг илэрхийлж байна.","ThinSection Mongolia LLC (Dr. T.Oyunchimeg PhD, Dr. B.Enkhjargal PhD, Dr. B.Dolzodmaa PhD); client: Aventura Minerals LLC",2024-05-09
AM_ThinSectionMongolia_Report_2024.pdf,petrographic_description,TS-4 (ТЦ-4),,,,,,polished thin section (өнгөлсөн тунгалаг шлиф),Altered andesite,Хувирсан андезит,"Структур: порфирлог, микролитлог. Текстур: цул нягт. Мөхлөг: порфир 0.5-1.0 мм, үндсэн хэсэг 0.1-0.3 мм",плагиоклаз:60-65; галт уулын шил:20-25; хувирсан эвэр хуурмаг:10-15; кварц:0-5; апатит; хүдрийн эрдэс,"серицит, карбонат (плагиоклаз); хлорит (эвэр хуурмаг, галт уулын шил); хоёрдогч хлорит, карбонат, серицит","үндсэн хэсэгт зөв бус, изометрлэг хэлбэртэй хүдрийн эрдсүүд (акцессор)",Плагиоклазын порфир шигтгээ (10-15%) болон микролитлог үндсэн хэсгээс (85-90%) тогтоно. Галт уулын шил хлорит болон хүдрийн бичил агрегатад бүрэн задран хувирсан; эвэр хуурмаг хлоритоор бүрэн түрэгдсэн ч хэлбэрээ хадгалсан.,"ThinSection Mongolia LLC (Dr. T.Oyunchimeg PhD, Dr. B.Enkhjargal PhD, Dr. B.Dolzodmaa PhD); client: Aventura Minerals LLC",2024-05-09
AM_ThinSectionMongolia_Report_2024.pdf,petrographic_description,TS-5 (ТЦ-5),,,,,,polished thin section (өнгөлсөн тунгалаг шлиф),Carbonate-altered basalt,Карбонатжиж хувирсан базальт,Структур: афирлаг. Текстур: цул нягт. Мөхлөг: 0.5-1.0 мм,плагиоклаз:65-70; клинопироксен (авгит):20-25; эвэр хуурмаг:10-15; галт уулын шил; хүдрийн эрдэс:5-10,"серицит, эпидот (плагиоклаз); хлорит (эвэр хуурмаг, шил); хоёрдогч хлорит, актинолит, эпидот, серицит; эрчимтэй карбонатын хувирал","хүдрийн эрдсийн жижиг мөхлөгүүд үндсэн хэсэгт жигд тархацтай, элбэг (5-10%)","Эмх замбараагүй байрласан плагиоклазын лейст, призмлэг клинопироксен (авгит, CNg=38-40°), хувирсан эвэр хуурмаг, хлоритжсон галт уулын шилээс тогтоно. Базальтад карбонатын хувирал эрчимтэй тогтоогдоно.","ThinSection Mongolia LLC (Dr. T.Oyunchimeg PhD, Dr. B.Enkhjargal PhD, Dr. B.Dolzodmaa PhD); client: Aventura Minerals LLC",2024-05-09
AM_ThinSectionMongolia_Report_2024.pdf,petrographic_description,TS-6 (ТЦ-6),,,,,,polished thin section (өнгөлсөн тунгалаг шлиф),Felsic (acid) subvolcanic rock,Хүчиллэг найрлагатай субвулканит,"Структур: цул. Текстур: порфирлог. Мөхлөг: үндсэн хэсэг <0.05 мм, шигтгээ 1 мм хүртэл",плагиоклаз (шигтгээ):10-15; калийн хээрийн жонш (шигтгээ):10-15; кварц (шигтгээ):10-15; мусковит:0-5; үндсэн хэсэг:45-50,"плагиоклаз сулавтар серицитжсэн; КХЖ хэсэгчлэн карбонат, шаварлаг хувиралд автсан",,"Плагиоклаз, калийн хээрийн жонш, кварц, мусковитын фенокристууд болон кварц-КХЖ-плагиоклаз-серицитийн жижиг мөхлөгт үндсэн хэсгээс тогтоно. Энгийн нүдээр улбар шаргал өнгөтэй, фенокристууд ялгаран харагдана.","ThinSection Mongolia LLC (Dr. T.Oyunchimeg PhD, Dr. B.Enkhjargal PhD, Dr. B.Dolzodmaa PhD); client: Aventura Minerals LLC",2024-05-09
AM_ThinSectionMongolia_Report_2024.pdf,petrographic_description,TS-7 (ТЦ-7),,,,,,polished thin section (өнгөлсөн тунгалаг шлиф),Rhyolite porphyry (dacite porphyry in fig. captions),Риолит порфир,"Структур: порфирлог, гломеропорфирлог; үндсэн хэсэг фельзитлэг, гранофирлог. Текстур: цул нягт. Мөхлөг: порфир 0.5-3.75 мм, үндсэн хэсэг 0.02-0.2 мм",плагиоклаз (олигоклаз №27-29):35-40; калийн хээрийн жонш:20-25; кварц:20-25; биотит:10-15; апатит; хүдрийн эрдэс,"пелит, серицит, карбонат (плагиоклаз); пелит (КХЖ); серицит, хлорит, мусковит, төмрийн усан исэл (биотит)","акцессор хүдрийн эрдэс — зөв бус, изометрлэг, тэгш өнцөгт хэлбэртэй","Хувирсан өнгөт эрдэс, плагиоклаз, КХЖ, кварцын порфирууд (35-40%) болон фельзитлэг, бичил мөхлөгт үндсэн хэсгээс (60-65%) тогтоно; кварц-КХЖ гранофир ургалттай. Биотит төмрийн усан исэл ялгаруулан мусковит, хлоритоор эрчимтэй түрэгдсэн; КХЖ гломеропорфирлог бөөгнөрөл үүсгэнэ.","ThinSection Mongolia LLC (Dr. T.Oyunchimeg PhD, Dr. B.Enkhjargal PhD, Dr. B.Dolzodmaa PhD); client: Aventura Minerals LLC",2024-05-09
AM_ThinSectionMongolia_Report_2024.pdf,petrographic_description,Дээж-2,,,,,,polished thin section (өнгөлсөн тунгалаг шлиф),Phyllite,Филлит,"Структур: филлитлэг, цементийн төрөл базаль; цул. Текстур: сулавтар занарлаг; хүдрийн эрдэс шигтгээлэг, толболог. Мөхлөг: 0.1 мм (хүдрийн эрдэс 1 мм хүртэл)",цемент (нийт):75-80; шаварлаг эрдэс (цементэд):50-55; серицит (цементэд):10-15; карбонат (цементэд):5-10; хлорит (цементэд):25-30; хэмхдэс (нийт):20-25; кварц (хэмхдэст):40-45; плагиоклаз (хэмхдэст):5-10; серицит (хэмхдэст):30-35; халькопирит:0-5; гётит:5-10,"серицит, хлорит, карбонатын хувирал; лейкоксен занаржилтын үеийн дагуу","халькопирит үелэлийн дагуу 1 мм хүртэл шигтгээлэг, толболог мөхлөг; захаасаа гётитод хэсэгчлэн түрэгдсэн; гётит толболог, түрэлтийн текстуртай","Их хэмжээний хувирсан цемент (75-80%) болон багавтар хэмхдэсээс тогтоно. Цемент нь шаварлаг эрдэс, кварц, серицит-хлоритын ялтас, лейкоксентэй; хлорит-серицитийн хайрсууд сулавтар занарлаг текстур үүсгэнэ. Халькопирит үелэлийн дагуу тааралдаж, захаасаа гётитод түрэгдсэн.","ThinSection Mongolia LLC (Dr. T.Oyunchimeg PhD, Dr. B.Enkhjargal PhD, Dr. B.Dolzodmaa PhD); client: Aventura Minerals LLC",2024-05-09
AM_ThinSectionMongolia_Report_2024.pdf,petrographic_description,Дээж-3,,,,,,polished thin section (өнгөлсөн тунгалаг шлиф),Phyllite,Филлит,"Структур: филлитлэг, цементийн төрөл базаль; цул. Текстур: сулавтар занарлаг; хүдрийн эрдэс шигтгээлэг, толболог. Мөхлөг: 0.2 мм (хүдрийн эрдэс 1.2 мм хүртэл)",цемент (нийт):65-70; шаварлаг эрдэс (цементэд):50-55; серицит (цементэд):10-15; карбонат (цементэд):10-15; хлорит (цементэд):20-25; хэмхдэс (нийт):30-35; кварц (хэмхдэст):40-45; плагиоклаз (хэмхдэст):0-5; серицит (хэмхдэст):30-35; халькопирит:0-5; гётит:10-15,"серицит, хлорит, карбонатын хувирал; лейкоксен занаржилтын үеийн дагуу","халькопирит үелэлийн дагуу 1.2 мм хүртэл шигтгээлэг мөхлөг, захаасаа гётитод түрэгдсэн; гётит түрэлтийн болон толболог текстуртай, халькопиритыг түрж хоёрдогчоор үүссэн",Хувирсан цемент (65-70%) болон кварц давамгайлсан хэмхдэсээс (30-35%) тогтоно. Хэмхдэсийн кварц (0.2 мм хүртэл) нэг чиглэлтэй байрлаж сулавтар занарлаг текстурыг илэрхийлнэ. Халькопирит гётитод түрэгдсэн.,"ThinSection Mongolia LLC (Dr. T.Oyunchimeg PhD, Dr. B.Enkhjargal PhD, Dr. B.Dolzodmaa PhD); client: Aventura Minerals LLC",2024-05-09
2023-08-06-2 шлиф.pdf,petrographic_description,С-1,,,,,,thin section (шлиф),Strongly mineralized quartz-sericite schist,Хүчтэй хүдэржсэн кварц-серицитэт занар,Структур: микрогранолепидобласт. Текстур: занарлаг. Мөхлөг: 0.2 мм хүртэл,кварц:35-40; серицит:50; хүдрийн эрдэс:10-15; төмрийн усан исэл,"цахиржилт (эпигенетик кварцын судал, линз 0.2-1.6 мм); төмрийн усан ислээр түрэгдсэн","хүдрийн эрдсүүд 10-15%: кварц-серицит масс дээр жигд сарнисан ялтаслаг, хайрслаг мөхлөг (0.008-0.2 мм) ба кварцын судалтай хамт дөрвөлжиндүү, тэгш өнцөгт мөхлөг (0.03-0.5 мм); төмрийн усан ислээр түрэгдсэн бололтой","Чулуулаг хүчтэй хүдэржих, бага зэрэг цахиржих процессуудад өртөгджээ. Кварцын гранобластлаг, серицитийн лепидобласт мөхлөгүүдээс тогтож, занаржилтын дагуу кварцын судал, линз ялгарна. Хүдрийн эрдсүүд нэвтэрсэн гэрэлд улаан хүрэн өнгө өгч байгаа нь төмрийн усан ислээр түрэгдсэнийг илтгэнэ.",Л.Жаргал PhD (order Зах-2023/01),2023-08-06
2023-08-06-2 шлиф.pdf,petrographic_description,С-2,,,,,,thin section (шлиф),Mineralized sericite-quartz schist,Хүдэржсэн серицит-кварцат занар,Структур: микролепидогранобласт. Текстур: сулавтар занарлаг. Мөхлөг: 0.8 мм хүртэл,кварц:70; серицит:20-25; хүдрийн эрдэс:5-10; төмрийн усан исэл,"кварц 2 генерациар үүссэн (линз, зурвас маягийн бөөгнөрөл 0.2-0.8 мм)","хүдрийн эрдсүүд 5-10%: серицит, мусковиттой ассоциацитай ялтаслаг, хайрслаг агрегат (0.006-0.04 мм) болон бичил шигтгээ маягийн томоохон мөхлөг (0.04-0.3 мм)","Кварц, серицитийн мөхлөгүүдээс бүрдэж, микролепидогранобласт структур, сулавтар занарлаг текстуртай. Хүдрийн эрдсүүд серициттэй ассоциаци үүсгэн жигд сарнисан.",Л.Жаргал PhD (order Зах-2023/01),2023-08-06
2023-06-20-3 thin sections.pdf,petrographic_description,40763,40763,OVD008 (per ABM Suggested Petro 2024 list),84.5,,,thin section (шлиф),Strongly altered fine- to medium-grained olivine-amphibole gabbro (melanocratic gabbro),Хүчтэй хувирсан жижиг-дунд мөхлөгт оливин-амфиболт габбро (меланократ габбро),"Структур: гипидиоморф, хэсэгчлэн пойкилоофит, венц. Текстур: цул нягт. Мөхлөг: 0.4-3.0 мм",плагиоклаз:25-30; амфибол:40-45; оливин:10-15; биотит:5; пироксен:цөөн; хүдрийн эрдэс:10-15; апатит:ховор,"серицит, төмрийн усан исэл, хлорит, актинолит, карбонат, соссюрит, тальк(?), серпентин; оливин серпентинээр түрэгдсэн",хүдрийн эрдэс 10-15%: шигтгээ маягийн ялгарлууд болон оливины ан цаваар судал,"Маш хүчтэй метаморф хувиралд орсон; плагиоклаз, амфибол, оливин, бага биотит, ховор пироксенээс тогтоно. Оливин амфиболоор түрэгдэн реликтээр агуулагдаж венц маягийн структур үүсгэсэн; ан цаваар нь серпентин, хүдрийн эрдэс үүссэн.",Л.Жаргал PhD (client: Рагнарок инвестмент ХХК / Ragnarok Investment LLC; order Зах-2023/01),2023-06-20
2023-06-20-3 thin sections.pdf,petrographic_description,40900,40900,OVD001 (per ABM Suggested Petro 2024 list),56.8,,,thin section (шлиф),Altered fine- to medium-grained biotite-amphibole gabbro,Хувирсан жижиг-дунд мөхлөгт биотит-амфиболт габбро,Структур: гипидиоморф. Текстур: цул нягт. Мөхлөг: 0.5-2.6 мм,хувирсан плагиоклаз:45-50; амфибол:30; биотит:10-15; пироксен:5; оливин:цөөн; хүдрийн эрдэс:5; апатит:ховор,"серицит, актинолит, төмрийн усан исэл, соссюрит, хлорит, карбонат, серпентин; плагиоклаз бүрэн хлорит-серицитэд хувирсан",хүдрийн эрдэс 5%: голчлон өнгөт эрдсүүдтэй ассоциацитай,"Хүчтэй метаморф хувиралд өртсөн; хувирсан плагиоклаз, амфибол, биотит, бага пироксен, ховор оливиноос тогтоно. Амфибол пироксен, оливиныг түрж реликт мөхлөгүүдийг нь агуулна; биотит хлорит, мусковитоор түрэгджээ.",Л.Жаргал PhD (client: Рагнарок инвестмент ХХК / Ragnarok Investment LLC; order Зах-2023/01),2023-06-20
2023-06-20-3 thin sections.pdf,petrographic_description,40913,40913,OVD001 (per ABM Suggested Petro 2024 list),68.0,,,thin section (шлиф),"Mineralized, altered fine- to medium-grained biotite-bearing alkaline-affinity diorite (with diorite porphyry contact in section)","Хүдэржиж, хувирсан жижиг-дунд мөхлөгт биотитот шүлтлэгдүү диорит","Структур: гипидиоморф (диорит порфир хэсэг: шигтгээлэг, микрозернист-микрогипидиоморф үндсэн хэсэгтэй). Текстур: цул нягт. Мөхлөг: 0.4-2.0 мм",плагиоклаз:40; биотит:10-15; калийн хээрийн жонш:5; кварц:5; хүдрийн эрдэс:35-40; лейкоксенжсэн сфен:ховор,"хлорит, серицит, төмрийн усан исэл, соссюрит, карбонат, шаварлаг эрдэс; эпигенетик карбонатын судал; биотит хлоритод бүрэн псевдоморфоз үүсгэсэн","хүдрийн эрдэс 35-40% (semi-massive): зурвас, бичил шигтгээ, толбо маягийн ургалт; хүдрийн зурвасууд карбонатын хялгасан судлаар зүсэгдсэн","Шлифийн талбайд шүлтлэгдүү диорит ба диорит порфирын зааг оржээ. Плагиоклаз карбонат, серицит, хлоритоор түрэгдэж, захаасаа КХЖ-оор түрэгдсэн; кварц КХЖ-той микропегматит маягийн ургалттай. Хүдрийн эрдэс чулуулгийн 35-40%-ийг эзэлж, зурвас, шигтгээ, толбо маягаар үүссэн.",Л.Жаргал PhD (client: Рагнарок инвестмент ХХК / Ragnarok Investment LLC; order Зах-2023/01),2023-06-20
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,SC04@168.3m,,SC04,168.3,,,polished thin section,"Foliated, pyritic, fine-grained variolitic metabasalt",,foliated; variolitic (rounded/ovoid sericite bodies 0.2-0.6mm),quartz-chlorite-sericite intergrowth; leucoxene (streaks to 4mm); pyrite:3-5,"complete recrystallization: quartz, chlorite, sericite; leucoxene streaks along foliation","fine-grained euhedral pyrite to ~0.5mm (~3-5%) arrayed along foliation, late kinematic, overgrows leucoxene trails","A foliated, pyritic, fine-grained variolitic metabasalt with no trace of the protolith mineralogy preserved. Irregularly distributed 0.2-0.6mm rounded sericite bodies are thought to represent varioles, not altered phenocrysts. Euhedral pyrite crystals (~3-5%) along the foliation are late kinematic.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,SC04@171.0m,,SC04,171.0,,,polished thin section,"Fine-grained, sparsely olivine-phyric, weakly vesicular metabasalt",,sparsely olivine-phyric; weakly vesicular (spheroidal vesicles 0.5-1mm filled by calcite and quartz); quench plagioclase texture; no foliation,"quench plagioclase; chlorite (after pyroxene, olivine); titanite (after FeTi oxides); former olivine phenocrysts:1-2; pyrite:1-2",chlorite after former pyroxenes and olivine phenocrysts; calcite-quartz vesicle fill and fractures; titanite after FeTi oxides,~1-2% disseminated pyrite cubes to 2mm; some vesicles cored by a single pyrite crystal,"A fine-grained, sparsely olivine-phyric, weakly vesicular metabasalt with ~1-2% disseminated pyrite cubes to 2mm. Former euhedral olivine phenocrysts (1-2%, to ~1mm) are replaced by chlorite. Lacks the foliation evident in the rock only 3m higher in this drillhole.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,SC04@280.7m,,SC04,280.7,,,polished thin section,Relatively fine-grained hornblende gabbro (possible near-chilled margin candidate),,intergrowth of blocky mm-sized euhedral plagioclase and hornblende; excellent textural preservation,"plagioclase:~60; hornblende:35-40; FeTi oxides (<0.2mm, altered):2-4; olivine (chloritized phenocrysts):<<1; interstitial quartz+Kspar+sodic plagioclase+apatite:1-2",plagioclase replaced by sericite + microcrystalline epidote; hornblende replaced by chlorite + epidote (occasional fresh brown cores); olivine to yellowish chlorite,sparse disseminated pyrite and sub-0.2mm spots of chalcopyrite,"A relatively fine-grained hornblende gabbro with excellent textural preservation, largely blocky mm-sized plagioclase (~60%) and hornblende (35-40%), mostly euhedral but extensively altered. With 274ppm Cr, 21.4ppm Sc and 2.0ppm Th it is very close to OVD007@87.8m and is another possible near-chilled margin candidate.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD002@37m,40910,OVD002,37.0,,,polished thin section,Mineralized hornblende+phlogopite-bearing olivine gabbro,,"olivine inclusions in larger brown hornblende; plagioclase in interstitial clots, occasionally subophitic in hornblende","olivine (entirely altered, to 1mm):~10; brown hornblende; tan phlogopite (~1mm plates); plagioclase (prismatic); FeTi oxides:1-2",olivine to extremely fine-grained talc; plagioclase cores to chlorite + yellow-green epidote; hornblende locally with fibrous actinolite margins; phlogopite partly chloritized,"0.5-1cm sulfidic patches: pyrrhotite with pentlandite and chalcopyrite patches (~10% each of patch), or pyrrhotite largely replaced by pitted pyrite and fine-grained magnetite with chalcopyrite patches; shapes indicate re-organization from an original magmatic disposition","A mineralized hornblende+phlogopite-bearing olivine gabbro with ~10% entirely altered olivine crystals often included in larger brown hornblendes. The rock is an intergrowth of brown hornblende, tan phlogopite and abundant prismatic plagioclase. Sulfidic patches 0.5-1cm are pyrrhotite-dominated with pentlandite and chalcopyrite, locally replaced by pitted pyrite and magnetite.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD003@155.3m,41012,OVD003,155.3,,,polished thin section,Olivine-bearing hornblende gabbro,,"brown hornblende crystals (1-2mm) poikilitically host plagioclase laths, augite and talc-altered olivines; strongly zoned plagioclase prisms in interstitial domains","olivine (euhedral, talc-replaced):10-12; brown hornblende (dominant); plagioclase; augite (fresh, colourless); apatite (acicular, occasional); FeTi oxides (bladed, very minor)",olivine entirely replaced by talc; interstitial chlorite/talc,"sulfides restricted to a few sub-mm spots of pyrrhotite altered to pitted pyrite, with minor chalcopyrite and pentlandite","An olivine-bearing hornblende gabbro with ~10-12% euhedral olivine crystals now entirely replaced by talc, dispersed through a hornblende+plagioclase-dominated framework. Brown hornblendes poikilitically host plagioclase laths, fresh augite and altered olivines. Sulfides are restricted to a few sub-mm pyrite-altered pyrrhotite spots.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD003@202m,,OVD003,202.0,,,polished thin section,Intensely hydrothermally altered and brecciated protomylonite (protolith probably olivine-hornblende gabbro),,interfingering microlithons to 5cm with different textures; brecciated,chlorite; carbonate; leucoxene + Fe oxy-hydroxides; relict plagioclase clusters,texturally destructive carbonate and carbonate-chlorite bands; irregular web of fine-grained dark leucoxene and Fe oxy-hydroxides,a few trails of tiny chalcopyrite grains preserved; relatively sulfide-poor,An intensely hydrothermally altered and brecciated protomylonite with very limited evidence that the protolith was an olivine-hornblende gabbro. Interfingering microlithons to 5cm show different textures and alteration assemblages. Only a few trails of tiny chalcopyrite grains are preserved.,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD005@13.4m,41027,OVD005,13.4,,,polished thin section,"Texturally well preserved, medium-grained olivine hornblendite",,"rounded olivine crystals to ~3mm, many included in brown hornblende; hornblende overgrowths on olivine, zoned to green margins","olivine (serpentinized, to smectite):25-30; brown hornblende (dominant); augite (occasional, fresh); phlogopite (pale brown, to 2mm)",olivine serpentinized then largely altered to brown smectite clays; phlogopite locally replaced by bright green fuchsite; actinolite fringes on hornblende; spots and veinlets of pale carbonate,sulfide-free,"A texturally well preserved, medium-grained olivine hornblendite in which all olivine has been serpentinized and subsequently largely altered to brown smectite clays. Rounded olivines to ~3mm make up ~25-30%, many included in brown hornblende. The rock is sulfide-free.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD005@40.5m,40628,OVD005,40.5,,,polished thin section,Probably a sulfide-bearing hornblende-olivine gabbro or hornblendite (section too thin for confident diagnosis),,,hornblende (relict cleavages); serpentine/clay after olivine; intercumulus sulfide:~15,serpentine/clay after interpreted olivine,"intercumulus sulfide ~15% of the thin section; carbon coating (from electron probe microanalysis) precludes confident diagnosis, most appears to be pyrrhotite","Very little rock is preserved on this slide and what is there is too thin for detailed petrographic assessment. Almost certainly a sulfide-bearing hornblende-olivine gabbro or hornblendite similar to 13.4m, strongly supported by near-identical wholerock analyses. Intercumulus sulfide makes up ~15% of the section, mostly pyrrhotite.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD005@53.0m,40635,OVD005,53.0,,,polished thin section,Lithology essentially identical to OVD005@40.5m (section too thin for confident diagnosis),,,intercumulus brown hornblende; brown smectite + chlorite (possibly after cumulus olivine),brown smectite and almost colourless chlorite possibly after former cumulus olivines,few sulfidic spots of pyrrhotite and chalcopyrite,"Another far too-thin section with little useful material, but the wholerock analysis shows impressive similarities to the 40.5m interval, suggesting essentially identical lithologies. Intercumulus brown hornblende is still evident; some hornblende grains host small plagioclase prisms.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD005@71.0m,40645,OVD005,71.0,,,polished thin section,"Poikilitic-textured hornblende-bearing olivine gabbro transitional to olivine-bearing hornblendite, cut by a broad band of skarnoid alteration",,"poikilitic: brown hornblendes to 3mm host talc-altered rounded olivines, fresh augite and plagioclase laths","brown hornblende; olivine (talc-altered, rounded); augite (fresh, 0.2-0.5mm); plagioclase (stout clusters)","patchy carbonate; tapering skarnoid band to ~1cm: fine-grained augite + microcrystalline epidote margins, inner prehnite + calcite patches with blocky green actinolite and euhedral titanite — style unique among the 38 samples studied","discontinuous trail of 1-3mm sulfide grains with chloritic haloes, dominant pyrrhotite with a few smaller chalcopyrite patches","A poikilitic-textured hornblende-bearing olivine gabbro transitional to the olivine-bearing hornblendites, with less olivine and more augite, cut by a broad band of skarnoid alteration reaching almost 1cm wide. The skarnoid band has fine-grained augite-epidote margins and inner prehnite-calcite patches with actinolite and titanite. A discontinuous trail of 1-3mm pyrrhotite-dominant sulfide grains has chloritic haloes.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
